survey,iso_code3,country,year,group,category,adjustment,comp_prim_v2,comp_lowsec_v2,comp_upsec_v2
MICS,GMB,Gambia,2000,poorest by sex,poorest male,1,16.59805,10.24161,0.4350401
MICS,GMB,Gambia,2000,sex,female,1,43.38671,25.45215,11.78993
MICS,GMB,Gambia,2000,sex,male,1,55.00557,43.5704,26.40371
MICS,GMB,Gambia,2000,total,total,1,49.03031,33.824,17.96097
MICS,GMB,Gambia,2000,wealth,quintile 1,1,11.36885,5.750442,0.4897136
MICS,GMB,Gambia,2000,wealth,quintile 2,1,36.99078,20.72447,9.260703
MICS,GMB,Gambia,2000,wealth,quintile 3,1,45.44814,26.48103,12.35857
MICS,GMB,Gambia,2000,wealth,quintile 4,1,59.85744,44.74322,22.39817
MICS,GMB,Gambia,2000,wealth,quintile 5,1,79.69376,54.86891,29.42171
MICS,GMB,Gambia,2006,location,rural,0,49.28959,22.92081,9.277046
MICS,GMB,Gambia,2006,location,urban,0,76.06988,57.06021,33.21849
MICS,GMB,Gambia,2006,poorest by sex,poorest female,0,26.89914,10.295,0.6557953
MICS,GMB,Gambia,2006,poorest by sex,poorest male,0,41.76546,15.81406,8.104613
MICS,GMB,Gambia,2006,sex,female,0,59.96468,33.73519,17.5346
MICS,GMB,Gambia,2006,sex,male,0,62.07598,42.79514,27.58141
MICS,GMB,Gambia,2006,total,total,0,61.0867,38.001,22.15728
MICS,GMB,Gambia,2006,wealth,quintile 1,0,35.6274,12.91029,3.470883
MICS,GMB,Gambia,2006,wealth,quintile 2,0,56.35894,23.44746,6.892054
MICS,GMB,Gambia,2006,wealth,quintile 3,0,54.46756,32.10438,12.03702
MICS,GMB,Gambia,2006,wealth,quintile 4,0,66.53035,40.5286,19.39271
MICS,GMB,Gambia,2006,wealth,quintile 5,0,83.38817,67.29169,43.08619
DHS,GMB,Gambia,2013,location,rural,1,45.76828,26.87354,13.21588
DHS,GMB,Gambia,2013,location,urban,1,75.33307,63.97462,39.73616
DHS,GMB,Gambia,2013,poorest by sex,poorest female,1,44.30446,25.47552,8.147524
DHS,GMB,Gambia,2013,poorest by sex,poorest male,1,54.3266,29.20445,15.43643
DHS,GMB,Gambia,2013,sex,female,1,60.17826,47.27879,27.84528
DHS,GMB,Gambia,2013,sex,male,1,63.98253,49.46596,32.81327
DHS,GMB,Gambia,2013,total,total,1,61.99319,48.29411,30.18718
DHS,GMB,Gambia,2013,wealth,quintile 1,1,48.79016,27.24196,11.71879
DHS,GMB,Gambia,2013,wealth,quintile 2,1,54.55524,32.15421,15.89581
DHS,GMB,Gambia,2013,wealth,quintile 3,1,50.68662,36.08463,22.33746
DHS,GMB,Gambia,2013,wealth,quintile 4,1,67.58617,56.40512,30.95456
DHS,GMB,Gambia,2013,wealth,quintile 5,1,85.05299,75.08401,49.8432
MICS,GEO,Georgia,2005,location,rural,0,97.29413,92.5866,66.84013
MICS,GEO,Georgia,2005,location,urban,0,99.26794,98.0806,89.58122
MICS,GEO,Georgia,2005,poorest by sex,poorest female,0,92.31889,94.78796,63.47748
MICS,GEO,Georgia,2005,poorest by sex,poorest male,0,97.43301,85.19298,56.08807
MICS,GEO,Georgia,2005,sex,female,0,97.86776,97.14362,78.93902
MICS,GEO,Georgia,2005,sex,male,0,98.65083,93.73783,78.28229
MICS,GEO,Georgia,2005,total,total,0,98.27344,95.42247,78.61021
MICS,GEO,Georgia,2005,wealth,quintile 1,0,95.12627,89.74365,59.51126
MICS,GEO,Georgia,2005,wealth,quintile 2,0,98.65846,92.48923,67.96253
MICS,GEO,Georgia,2005,wealth,quintile 3,0,98.99572,96.61897,77.19087
MICS,GEO,Georgia,2005,wealth,quintile 4,0,99.21232,97.96452,87.12675
MICS,GEO,Georgia,2005,wealth,quintile 5,0,98.94243,99.01745,93.25236
DHS,GHA,Ghana,2003,location,rural,0,47.01662,36.36902,2.112754
DHS,GHA,Ghana,2003,location,urban,0,70.46251,62.81198,6.578297
DHS,GHA,Ghana,2003,poorest by sex,poorest female,0,25.09792,19.38807,0
DHS,GHA,Ghana,2003,poorest by sex,poorest male,0,28.09412,23.96534,1.626233
DHS,GHA,Ghana,2003,sex,female,0,58.72233,47.79845,4.640137
DHS,GHA,Ghana,2003,sex,male,0,56.86545,52.62034,4.309294
DHS,GHA,Ghana,2003,total,total,0,57.78324,50.16788,4.506617
DHS,GHA,Ghana,2003,wealth,quintile 1,0,26.7312,21.88395,0.7578587
DHS,GHA,Ghana,2003,wealth,quintile 2,0,44.05642,34.82266,1.355068
DHS,GHA,Ghana,2003,wealth,quintile 3,0,59.94905,40.12318,0.9527525
DHS,GHA,Ghana,2003,wealth,quintile 4,0,67.88634,59.12612,2.696222
DHS,GHA,Ghana,2003,wealth,quintile 5,0,80.79377,76.84017,11.33668
MICS,GHA,Ghana,2006,location,rural,1,61.2889,38.74075,3.073393
MICS,GHA,Ghana,2006,location,urban,1,81.69198,72.40293,10.36323
MICS,GHA,Ghana,2006,poorest by sex,poorest female,1,36.75019,16.22226,0
MICS,GHA,Ghana,2006,poorest by sex,poorest male,1,32.51597,19.58227,0.2906101
MICS,GHA,Ghana,2006,sex,female,1,72.8864,53.2642,5.24762
MICS,GHA,Ghana,2006,sex,male,1,68.06457,54.3534,8.250098
MICS,GHA,Ghana,2006,total,total,1,70.33415,53.83752,6.583111
MICS,GHA,Ghana,2006,wealth,quintile 1,1,34.0609,18.08241,0.1415715
MICS,GHA,Ghana,2006,wealth,quintile 2,1,63.54846,38.6195,0.6047888
MICS,GHA,Ghana,2006,wealth,quintile 3,1,73.18043,49.29339,1.37186
MICS,GHA,Ghana,2006,wealth,quintile 4,1,84.37351,66.30215,6.022834
MICS,GHA,Ghana,2006,wealth,quintile 5,1,91.69905,85.67081,18.09549
DHS,GHA,Ghana,2008,location,rural,0,55.59834,35.24992,1.657979
DHS,GHA,Ghana,2008,location,urban,0,76.61093,61.48845,10.57518
DHS,GHA,Ghana,2008,poorest by sex,poorest female,0,34.22886,13.99301,0
DHS,GHA,Ghana,2008,poorest by sex,poorest male,0,38.84486,21.82669,0.8355659
DHS,GHA,Ghana,2008,sex,female,0,65.91478,46.11542,5.138103
DHS,GHA,Ghana,2008,sex,male,0,64.33082,48.75409,8.073141
DHS,GHA,Ghana,2008,total,total,0,65.12708,47.45506,6.441143
DHS,GHA,Ghana,2008,wealth,quintile 1,0,36.70856,18.50416,0.4204974
DHS,GHA,Ghana,2008,wealth,quintile 2,0,57.20115,33.85203,1.13014
DHS,GHA,Ghana,2008,wealth,quintile 3,0,66.74186,44.77691,1.615982
DHS,GHA,Ghana,2008,wealth,quintile 4,0,77.00922,56.30108,4.747462
DHS,GHA,Ghana,2008,wealth,quintile 5,0,84.15692,76.54987,19.3503
MICS,GHA,Ghana,2011,location,rural,0,55.98075,32.40829,4.08036
MICS,GHA,Ghana,2011,location,urban,0,76.17223,57.28051,19.41409
MICS,GHA,Ghana,2011,poorest by sex,poorest female,0,41.41683,12.91808,1.404113
MICS,GHA,Ghana,2011,poorest by sex,poorest male,0,34.7251,15.75765,1.013172
MICS,GHA,Ghana,2011,sex,female,0,68.13794,45.26024,12.74292
MICS,GHA,Ghana,2011,sex,male,0,62.19559,44.29935,13.24014
MICS,GHA,Ghana,2011,total,total,0,65.11751,44.73197,12.97744
MICS,GHA,Ghana,2011,wealth,quintile 1,0,37.61631,14.66721,1.209271
MICS,GHA,Ghana,2011,wealth,quintile 2,0,57.92076,33.87411,2.120806
MICS,GHA,Ghana,2011,wealth,quintile 3,0,70.05199,46.97005,4.935165
MICS,GHA,Ghana,2011,wealth,quintile 4,0,77.9103,56.34816,9.320377
MICS,GHA,Ghana,2011,wealth,quintile 5,0,88.71513,74.82787,35.28635
DHS,GHA,Ghana,2014,location,rural,0,57.49568,39.13179,11.40905
DHS,GHA,Ghana,2014,location,urban,0,76.37427,64.07169,27.12945
DHS,GHA,Ghana,2014,poorest by sex,poorest female,0,42.67034,25.90031,1.674556
DHS,GHA,Ghana,2014,poorest by sex,poorest male,0,42.19252,28.27713,6.747436
DHS,GHA,Ghana,2014,sex,female,0,68.21615,51.57455,20.22722
DHS,GHA,Ghana,2014,sex,male,0,64.56592,51.46192,19.8252
DHS,GHA,Ghana,2014,total,total,0,66.40124,51.51464,20.04591
DHS,GHA,Ghana,2014,wealth,quintile 1,0,42.40486,27.23201,4.272702
DHS,GHA,Ghana,2014,wealth,quintile 2,0,60.76899,39.27497,7.38185
DHS,GHA,Ghana,2014,wealth,quintile 3,0,73.2606,47.10507,13.50429
DHS,GHA,Ghana,2014,wealth,quintile 4,0,81.12533,71.72061,23.46858
DHS,GHA,Ghana,2014,wealth,quintile 5,0,82.66929,75.7794,44.1347
DHS,GTM,Guatemala,2015,location,rural,0,72.19305,35.42586,21.79324
DHS,GTM,Guatemala,2015,location,urban,0,86.59694,64.34647,51.0368
DHS,GTM,Guatemala,2015,poorest by sex,poorest female,0,53.76977,9.771248,3.029383
DHS,GTM,Guatemala,2015,poorest by sex,poorest male,0,58.32343,21.05994,7.00238
DHS,GTM,Guatemala,2015,sex,female,0,76.19263,45.01275,32.93914
DHS,GTM,Guatemala,2015,sex,male,0,79.92945,51.7171,36.38529
DHS,GTM,Guatemala,2015,total,total,0,78.03068,48.1819,34.50681
DHS,GTM,Guatemala,2015,wealth,quintile 1,0,56.0137,14.80672,4.678874
DHS,GTM,Guatemala,2015,wealth,quintile 2,0,71.07483,26.81928,12.69898
DHS,GTM,Guatemala,2015,wealth,quintile 3,0,78.20766,42.1636,26.83035
DHS,GTM,Guatemala,2015,wealth,quintile 4,0,90.52637,65.81233,46.73961
DHS,GTM,Guatemala,2015,wealth,quintile 5,0,96.05688,85.31792,74.16196
MICS,GNB,Guinea-Bissau,2000,location,rural,1,4.233264,0.7318161,0.4270491
MICS,GNB,Guinea-Bissau,2000,location,urban,1,36.74584,14.61262,10.08636
MICS,GNB,Guinea-Bissau,2000,poorest by sex,poorest female,1,0.983169,0.6220446,0
MICS,GNB,Guinea-Bissau,2000,poorest by sex,poorest male,1,1.894372,0.7681173,0.9609664
MICS,GNB,Guinea-Bissau,2000,sex,female,1,14.8157,4.456073,3.061155
MICS,GNB,Guinea-Bissau,2000,sex,male,1,25.11632,10.6203,8.210269
MICS,GNB,Guinea-Bissau,2000,total,total,1,19.60622,7.076667,5.310751
MICS,GNB,Guinea-Bissau,2000,wealth,quintile 1,1,1.393288,0.6874065,0.4300084
MICS,GNB,Guinea-Bissau,2000,wealth,quintile 2,1,5.890331,0.2700815,0.4150331
MICS,GNB,Guinea-Bissau,2000,wealth,quintile 3,1,11.01374,3.379025,1.778669
MICS,GNB,Guinea-Bissau,2000,wealth,quintile 4,1,24.02511,7.860482,4.225126
MICS,GNB,Guinea-Bissau,2000,wealth,quintile 5,1,42.17573,18.36135,12.67192
MICS,GNB,Guinea-Bissau,2006,location,rural,1,10.78624,3.286855,2.17086
MICS,GNB,Guinea-Bissau,2006,location,urban,1,44.2345,21.20696,14.294
MICS,GNB,Guinea-Bissau,2006,poorest by sex,poorest female,1,0,0.752524,0
MICS,GNB,Guinea-Bissau,2006,poorest by sex,poorest male,1,15.51144,3.074266,2.385804
MICS,GNB,Guinea-Bissau,2006,sex,female,1,20.84146,8.313163,5.755476
MICS,GNB,Guinea-Bissau,2006,sex,male,1,31.60711,15.79951,10.90211
MICS,GNB,Guinea-Bissau,2006,total,total,1,26.17603,11.48829,8.1973
MICS,GNB,Guinea-Bissau,2006,wealth,quintile 1,1,7.964988,1.716878,1.094654
MICS,GNB,Guinea-Bissau,2006,wealth,quintile 2,1,7.463063,1.583584,1.005927
MICS,GNB,Guinea-Bissau,2006,wealth,quintile 3,1,11.10755,5.200023,4.492032
MICS,GNB,Guinea-Bissau,2006,wealth,quintile 4,1,32.93533,12.33908,6.751247
MICS,GNB,Guinea-Bissau,2006,wealth,quintile 5,1,52.56558,26.74878,17.95989
MICS,GNB,Guinea-Bissau,2014,location,rural,1,12.72826,6.044038,1.681776
MICS,GNB,Guinea-Bissau,2014,location,urban,1,53.00476,31.31835,12.49303
MICS,GNB,Guinea-Bissau,2014,poorest by sex,poorest female,1,8.980549,1.355263,0
MICS,GNB,Guinea-Bissau,2014,poorest by sex,poorest male,1,10.96203,6.665673,3.899815
MICS,GNB,Guinea-Bissau,2014,sex,female,1,30.13457,15.70531,5.942255
MICS,GNB,Guinea-Bissau,2014,sex,male,1,36.05852,22.74166,9.992417
MICS,GNB,Guinea-Bissau,2014,total,total,1,33.16606,19.28169,7.874571
MICS,GNB,Guinea-Bissau,2014,wealth,quintile 1,1,10.09223,4.080284,1.75288
MICS,GNB,Guinea-Bissau,2014,wealth,quintile 2,1,12.29968,7.021329,1.049968
MICS,GNB,Guinea-Bissau,2014,wealth,quintile 3,1,16.69821,8.564111,3.178966
MICS,GNB,Guinea-Bissau,2014,wealth,quintile 4,1,43.66366,24.49068,5.250932
MICS,GNB,Guinea-Bissau,2014,wealth,quintile 5,1,65.68229,41.5733,19.10153
DHS,GIN,Guinea,2005,location,rural,1,17.87573,4.010571,0.8867642
DHS,GIN,Guinea,2005,location,urban,1,56.41703,27.53188,10.1199
DHS,GIN,Guinea,2005,poorest by sex,poorest female,1,4.770366,0,0
DHS,GIN,Guinea,2005,poorest by sex,poorest male,1,13.40039,0.8970839,1.499843
DHS,GIN,Guinea,2005,sex,female,1,23.7841,6.997135,2.305171
DHS,GIN,Guinea,2005,sex,male,1,44.3191,23.71289,7.588125
DHS,GIN,Guinea,2005,total,total,1,33.52226,14.61305,4.562876
DHS,GIN,Guinea,2005,wealth,quintile 1,1,8.231955,0.3388378,0.5332613
DHS,GIN,Guinea,2005,wealth,quintile 2,1,10.48709,1.803535,0
DHS,GIN,Guinea,2005,wealth,quintile 3,1,19.8246,5.453329,0
DHS,GIN,Guinea,2005,wealth,quintile 4,1,46.89891,15.79302,3.191621
DHS,GIN,Guinea,2005,wealth,quintile 5,1,59.57138,31.06538,12.60182
DHS,GIN,Guinea,2012,location,rural,1,27.26218,8.866261,2.951765
DHS,GIN,Guinea,2012,location,urban,1,64.42998,43.6654,30.16527
DHS,GIN,Guinea,2012,poorest by sex,poorest female,1,7.28183,2.144128,0
DHS,GIN,Guinea,2012,poorest by sex,poorest male,1,17.43896,11.1143,4.267086
DHS,GIN,Guinea,2012,sex,female,1,35.5777,18.15982,9.82866
DHS,GIN,Guinea,2012,sex,male,1,49.37862,32.2976,23.04333
DHS,GIN,Guinea,2012,total,total,1,42.22287,24.53844,15.27684
DHS,GIN,Guinea,2012,wealth,quintile 1,1,12.28145,5.721585,1.720383
DHS,GIN,Guinea,2012,wealth,quintile 2,1,22.23764,6.670214,1.100955
DHS,GIN,Guinea,2012,wealth,quintile 3,1,33.54969,8.3655,3.190234
DHS,GIN,Guinea,2012,wealth,quintile 4,1,53.6086,25.55498,17.09217
DHS,GIN,Guinea,2012,wealth,quintile 5,1,71.49124,51.65918,36.23791
MICS,GUY,Guyana,2000,location,rural,0,95.03392,71.99563,37.37492
MICS,GUY,Guyana,2000,location,urban,0,99.27509,89.60696,54.43579
MICS,GUY,Guyana,2000,poorest by sex,poorest female,0,95.41002,51.45398,23.89669
MICS,GUY,Guyana,2000,poorest by sex,poorest male,0,88.89613,53.14434,21.29781
MICS,GUY,Guyana,2000,sex,female,0,96.93771,82.05638,47.91993
MICS,GUY,Guyana,2000,sex,male,0,95.6735,73.26981,37.59133
MICS,GUY,Guyana,2000,total,total,0,96.29769,77.80449,42.54245
MICS,GUY,Guyana,2000,wealth,quintile 1,0,92.07579,52.37267,22.4478
MICS,GUY,Guyana,2000,wealth,quintile 2,0,95.01712,78.85491,26.4641
MICS,GUY,Guyana,2000,wealth,quintile 3,0,94.5039,73.78738,37.25784
MICS,GUY,Guyana,2000,wealth,quintile 4,0,99.91813,85.18193,55.84434
MICS,GUY,Guyana,2000,wealth,quintile 5,0,99.52648,94.5448,66.9687
MICS,GUY,Guyana,2006,location,rural,1,92.53915,69.44666,42.85641
MICS,GUY,Guyana,2006,location,urban,1,97.76912,86.26268,64.58291
MICS,GUY,Guyana,2006,poorest by sex,poorest female,1,91.89852,61.33156,17.73775
MICS,GUY,Guyana,2006,poorest by sex,poorest male,1,89.49574,39.42536,9.268034
MICS,GUY,Guyana,2006,sex,female,1,95.5933,80.35979,54.6925
MICS,GUY,Guyana,2006,sex,male,1,92.39524,67.25032,44.1384
MICS,GUY,Guyana,2006,total,total,1,94.01102,74.12321,49.47311
MICS,GUY,Guyana,2006,wealth,quintile 1,1,90.61893,50.42204,13.33867
MICS,GUY,Guyana,2006,wealth,quintile 2,1,87.4832,65.22739,31.16483
MICS,GUY,Guyana,2006,wealth,quintile 3,1,94.9518,74.41996,46.46966
MICS,GUY,Guyana,2006,wealth,quintile 4,1,98.26667,81.78173,59.95287
MICS,GUY,Guyana,2006,wealth,quintile 5,1,97.71594,92.55825,77.72191
DHS,GUY,Guyana,2009,location,rural,1,93.61324,73.09972,49.34916
DHS,GUY,Guyana,2009,location,urban,1,98.6312,89.38633,71.28918
DHS,GUY,Guyana,2009,poorest by sex,poorest female,1,78.63494,46.96594,29.51826
DHS,GUY,Guyana,2009,poorest by sex,poorest male,1,89.87654,44.12516,17.65252
DHS,GUY,Guyana,2009,sex,female,1,94.37069,80.49674,59.96761
DHS,GUY,Guyana,2009,sex,male,1,95.92356,73.9034,49.72962
DHS,GUY,Guyana,2009,total,total,1,95.11632,77.67969,55.49005
DHS,GUY,Guyana,2009,wealth,quintile 1,1,83.37724,45.76819,24.28424
DHS,GUY,Guyana,2009,wealth,quintile 2,1,95.66846,69.96006,40.19324
DHS,GUY,Guyana,2009,wealth,quintile 3,1,96.82993,82.72422,60.38953
DHS,GUY,Guyana,2009,wealth,quintile 4,1,98.42555,90.52692,65.88029
DHS,GUY,Guyana,2009,wealth,quintile 5,1,99.01051,95.7057,75.76936
MICS,GUY,Guyana,2014,location,rural,1,97.34199,80.94122,52.71766
MICS,GUY,Guyana,2014,location,urban,1,97.02531,90.52781,62.56569
MICS,GUY,Guyana,2014,poorest by sex,poorest female,1,97.17845,76.62433,30.61735
MICS,GUY,Guyana,2014,poorest by sex,poorest male,1,90.35066,54.58435,16.79303
MICS,GUY,Guyana,2014,sex,female,1,98.94456,88.97321,63.5272
MICS,GUY,Guyana,2014,sex,male,1,95.47562,78.32067,47.1156
MICS,GUY,Guyana,2014,total,total,1,97.26009,83.51245,55.37677
MICS,GUY,Guyana,2014,wealth,quintile 1,1,94.12704,66.57351,23.99359
MICS,GUY,Guyana,2014,wealth,quintile 2,1,97.18813,75.31536,36.39895
MICS,GUY,Guyana,2014,wealth,quintile 3,1,97.09158,86.56554,61.6384
MICS,GUY,Guyana,2014,wealth,quintile 4,1,99.45423,92.96484,69.91524
MICS,GUY,Guyana,2014,wealth,quintile 5,1,98.97762,93.55536,78.83396
DHS,HTI,Haiti,2000,location,rural,1,14.36467,6.768337,0.6596794
DHS,HTI,Haiti,2000,location,urban,1,53.88684,41.8205,10.75634
DHS,HTI,Haiti,2000,sex,female,1,35.64937,23.52919,3.056437
DHS,HTI,Haiti,2000,sex,male,1,27.03061,22.64382,8.013207
DHS,HTI,Haiti,2000,total,total,1,31.41425,23.09736,5.327722
DHS,HTI,Haiti,2006,location,rural,1,26.43563,14.48125,5.00036
DHS,HTI,Haiti,2006,location,urban,1,60.70933,42.82095,19.25584
DHS,HTI,Haiti,2006,poorest by sex,poorest female,1,10.89219,1.879489,0
DHS,HTI,Haiti,2006,poorest by sex,poorest male,1,9.71076,4.381646,0.4120442
DHS,HTI,Haiti,2006,sex,female,1,44.88008,25.82029,11.09585
DHS,HTI,Haiti,2006,sex,male,1,36.75323,29.44613,13.79651
DHS,HTI,Haiti,2006,total,total,1,40.90987,27.60004,12.30206
DHS,HTI,Haiti,2006,wealth,quintile 1,1,10.24219,3.116134,0.1810832
DHS,HTI,Haiti,2006,wealth,quintile 2,1,19.91132,10.49425,0.4685073
DHS,HTI,Haiti,2006,wealth,quintile 3,1,35.53868,14.63784,3.469442
DHS,HTI,Haiti,2006,wealth,quintile 4,1,57.58395,36.07286,7.658427
DHS,HTI,Haiti,2006,wealth,quintile 5,1,70.495,53.77908,31.5534
DHS,HTI,Haiti,2012,location,rural,1,31.05876,18.75965,4.096497
DHS,HTI,Haiti,2012,location,urban,1,62.65844,47.50664,19.27258
DHS,HTI,Haiti,2012,poorest by sex,poorest female,1,19.65573,8.71553,0.5986016
DHS,HTI,Haiti,2012,poorest by sex,poorest male,1,11.54386,5.480795,1.395293
DHS,HTI,Haiti,2012,sex,female,1,48.65705,34.0631,9.400723
DHS,HTI,Haiti,2012,sex,male,1,39.11507,28.99778,14.34803
DHS,HTI,Haiti,2012,total,total,1,44.05852,31.59216,11.72569
DHS,HTI,Haiti,2012,wealth,quintile 1,1,15.41671,7.015581,0.9800785
DHS,HTI,Haiti,2012,wealth,quintile 2,1,25.59328,14.76757,1.284584
DHS,HTI,Haiti,2012,wealth,quintile 3,1,45.1423,25.41082,6.324292
DHS,HTI,Haiti,2012,wealth,quintile 4,1,57.87203,40.01604,9.792449
DHS,HTI,Haiti,2012,wealth,quintile 5,1,74.92956,60.95148,29.63798
DHS,HND,Honduras,2006,location,rural,1,65.22429,15.81747,8.380142
DHS,HND,Honduras,2006,location,urban,1,87.27762,54.25441,41.20221
DHS,HND,Honduras,2006,poorest by sex,poorest female,1,53.21954,5.516852,1.68423
DHS,HND,Honduras,2006,poorest by sex,poorest male,1,45.75762,4.128754,0.9812686
DHS,HND,Honduras,2006,sex,female,1,79.56061,38.98155,28.18554
DHS,HND,Honduras,2006,sex,male,1,71.75555,31.52719,21.26273
DHS,HND,Honduras,2006,total,total,1,75.64203,35.31051,24.86584
DHS,HND,Honduras,2006,wealth,quintile 1,1,48.93695,4.711186,1.300041
DHS,HND,Honduras,2006,wealth,quintile 2,1,63.97349,10.18589,4.8567
DHS,HND,Honduras,2006,wealth,quintile 3,1,79.1026,27.87001,14.09098
DHS,HND,Honduras,2006,wealth,quintile 4,1,90.20993,49.39442,30.79069
DHS,HND,Honduras,2006,wealth,quintile 5,1,95.69569,75.11081,66.65552
DHS,HND,Honduras,2012,location,rural,1,76.62267,33.29061,22.8114
DHS,HND,Honduras,2012,location,urban,1,89.99194,63.35334,54.80729
DHS,HND,Honduras,2012,poorest by sex,poorest female,1,64.17484,17.33098,9.906632
DHS,HND,Honduras,2012,poorest by sex,poorest male,1,59.17851,12.40453,6.154671
DHS,HND,Honduras,2012,sex,female,1,85.08891,55.13175,44.64566
DHS,HND,Honduras,2012,sex,male,1,80.80944,41.83414,35.10607
DHS,HND,Honduras,2012,total,total,1,82.91049,48.36184,39.84284
DHS,HND,Honduras,2012,wealth,quintile 1,1,61.46856,14.55421,7.819745
DHS,HND,Honduras,2012,wealth,quintile 2,1,77.76369,29.54681,18.81071
DHS,HND,Honduras,2012,wealth,quintile 3,1,85.48401,47.26514,33.85907
DHS,HND,Honduras,2012,wealth,quintile 4,1,93.82223,64.34396,50.67287
DHS,HND,Honduras,2012,wealth,quintile 5,1,97.94062,84.07927,76.52827
DHS,IND,India,2006,location,rural,1,74.49603,52.49707,16.09773
DHS,IND,India,2006,location,urban,1,87.36375,72.28405,38.90685
DHS,IND,India,2006,poorest by sex,poorest female,1,41.93209,16.94972,1.104344
DHS,IND,India,2006,poorest by sex,poorest male,1,61.82072,35.6791,4.453716
DHS,IND,India,2006,sex,female,1,74.49731,52.8961,20.675
DHS,IND,India,2006,sex,male,1,82.33511,65.76513,28.418
DHS,IND,India,2006,total,total,1,78.45651,59.09541,24.35767
DHS,IND,India,2006,wealth,quintile 1,1,51.93188,25.5714,2.528333
DHS,IND,India,2006,wealth,quintile 2,1,69.30518,40.90624,7.09964
DHS,IND,India,2006,wealth,quintile 3,1,81.63606,56.48473,12.82398
DHS,IND,India,2006,wealth,quintile 4,1,91.52749,72.23354,26.34299
DHS,IND,India,2006,wealth,quintile 5,1,96.95629,90.82619,58.10765
DHS,IND,India,2015,location,rural,1,90.67845,78.58225,36.09546
DHS,IND,India,2015,location,urban,1,93.61079,85.58258,55.56506
DHS,IND,India,2015,poorest by sex,poorest female,1,79.71593,55.89413,9.357762
DHS,IND,India,2015,poorest by sex,poorest male,1,81.20907,62.37389,18.03804
DHS,IND,India,2015,sex,female,1,91.48093,79.24582,39.57352
DHS,IND,India,2015,sex,male,1,91.67676,82.39153,46.47446
DHS,IND,India,2015,total,total,1,91.58316,80.83909,42.88419
DHS,IND,India,2015,wealth,quintile 1,1,80.48392,59.13834,13.47586
DHS,IND,India,2015,wealth,quintile 2,1,91.19402,75.26967,24.79124
DHS,IND,India,2015,wealth,quintile 3,1,94.38943,84.2709,37.95574
DHS,IND,India,2015,wealth,quintile 4,1,96.56464,90.29598,52.86953
DHS,IND,India,2015,wealth,quintile 5,1,98.64365,96.12052,76.01723
MICS,IDN,Indonesia,2000,location,rural,1,89.06335,48.49599,22.42699
MICS,IDN,Indonesia,2000,location,urban,1,96.0846,77.69852,57.62685
MICS,IDN,Indonesia,2000,sex,female,1,92.81258,58.07542,37.52909
MICS,IDN,Indonesia,2000,sex,male,1,91.68276,66.82375,42.33777
MICS,IDN,Indonesia,2000,total,total,1,92.21972,62.62389,39.81325
DHS,IDN,Indonesia,2002,location,rural,0,87.06037,52.2341,21.37213
DHS,IDN,Indonesia,2002,location,urban,0,94.31917,76.503,55.94916
DHS,IDN,Indonesia,2002,poorest by sex,poorest female,0,82.39491,31.35583,10.19747
DHS,IDN,Indonesia,2002,poorest by sex,poorest male,0,78.34867,34.99997,9.816824
DHS,IDN,Indonesia,2002,sex,female,0,92.29073,63.99177,38.52901
DHS,IDN,Indonesia,2002,sex,male,0,89.22522,65.38148,39.64299
DHS,IDN,Indonesia,2002,total,total,0,90.69354,64.66996,39.06808
DHS,IDN,Indonesia,2002,wealth,quintile 1,0,80.07312,33.19424,10.01712
DHS,IDN,Indonesia,2002,wealth,quintile 2,0,87.95222,51.57021,20.88918
DHS,IDN,Indonesia,2002,wealth,quintile 3,0,92.73157,65.98895,35.6091
DHS,IDN,Indonesia,2002,wealth,quintile 4,0,94.58268,80.72301,44.70202
DHS,IDN,Indonesia,2002,wealth,quintile 5,0,97.48062,89.8299,78.48146
DHS,IDN,Indonesia,2007,location,rural,0,90.56065,60.20604,29.93535
DHS,IDN,Indonesia,2007,location,urban,0,95.71194,81.37962,58.60243
DHS,IDN,Indonesia,2007,poorest by sex,poorest female,0,82.97197,38.03098,12.56494
DHS,IDN,Indonesia,2007,poorest by sex,poorest male,0,77.60127,40.75389,14.39951
DHS,IDN,Indonesia,2007,sex,female,0,94.33696,69.64356,43.1737
DHS,IDN,Indonesia,2007,sex,male,0,91.50518,70.19301,44.93807
DHS,IDN,Indonesia,2007,total,total,0,92.85294,69.91898,44.0186
DHS,IDN,Indonesia,2007,wealth,quintile 1,0,80.24776,39.39528,13.46077
DHS,IDN,Indonesia,2007,wealth,quintile 2,0,91.49187,55.25065,23.14887
DHS,IDN,Indonesia,2007,wealth,quintile 3,0,94.36993,72.89198,43.0809
DHS,IDN,Indonesia,2007,wealth,quintile 4,0,97.25706,87.61699,56.75145
DHS,IDN,Indonesia,2007,wealth,quintile 5,0,99.2578,90.99202,76.17128
DHS,IDN,Indonesia,2012,location,rural,1,92.52665,66.12795,34.69524
DHS,IDN,Indonesia,2012,location,urban,1,97.72904,85.36188,64.36317
DHS,IDN,Indonesia,2012,poorest by sex,poorest female,1,87.77161,49.8307,20.32211
DHS,IDN,Indonesia,2012,poorest by sex,poorest male,1,86.48533,52.12108,23.4751
DHS,IDN,Indonesia,2012,sex,female,1,96.18847,79.86623,49.37897
DHS,IDN,Indonesia,2012,sex,male,1,94.34036,74.33993,52.10055
